Name,Genres,Type,Episodes,Aired,Members,Score
Kichiku: Haha Shimai Choukyou Nikki,Hentai,OVA,3,"Nov 22, 2013 to Dec 5, 2014",5975,6.79
Tokyo ESP,"Action, Comedy, Sci-Fi, Supernatural",TV,12,"Jul 12, 2014 to Sep 27, 2014",166761,6.54
Tokubetsu Jugyou 3 SLG The Animation,Hentai,OVA,2,"Jan 3, 2014 to Jul 4, 2014",6338,6.65
Freezing Vibration Specials,"Action, Comedy, Ecchi",Special,6,"Dec 25, 2013 to May 28, 2014",26143,6.46
Shiiba-san no Ura no Kao. with Imouto Lip,Hentai,OVA,1,"Feb 28, 2014",4855,6.49
Crayon Shin-chan Movie 22: Gachinko! Gyakushuu no Robo To-chan,"Award Winning, Comedy, Sci-Fi",Movie,1,"Apr 19, 2014",5608,7.35
Bokura wa Minna Kawai-sou,Slice of Life,TV,12,"Apr 4, 2014 to Jun 20, 2014",373798,7.67
Happiness Charge Precure!,"Action, Fantasy",TV,49,"Feb 2, 2014 to Jan 25, 2015",11415,6.86
The iDOLM@STER Cinderella Girls 2-shuunen Kinen PV,UNKNOWN,Music,1,"Nov 28, 2013",4333,6.86
Machine-Doll wa Kizutsukanai Specials,"Action, Fantasy, Ecchi",Special,6,"Dec 25, 2013 to May 28, 2014",36871,6.71
Detective Conan Movie 18: The Sniper from Another Dimension,"Action, Mystery",Movie,1,"Apr 19, 2014",41229,8.07
Mahou Shoujo Taisen,UNKNOWN,TV,26,"Apr 8, 2014 to Sep 30, 2014",16529,5.74
Minna Atsumare! Falcom Gakuen,Comedy,TV,13,"Jan 5, 2014 to Mar 30, 2014",5583,5.92
Gokukoku no Brynhildr,"Drama, Mystery, Sci-Fi",TV,13,"Apr 6, 2014 to Jun 29, 2014",328671,6.86
Chou Zenmairobo: Patrasche,"Comedy, Sci-Fi",TV,13,"Dec 7, 2013 to Mar 15, 2014",545,0.0
Yama no Susume Second Season,"Adventure, Comedy, Slice of Life",TV,24,"Jul 9, 2014 to Dec 24, 2014",34473,7.56
Buddy Complex,"Action, Sci-Fi",TV,13,"Jan 6, 2014 to Mar 31, 2014",85456,7.12
Uta no☆Prince-sama♪ Maji Love Revolutions,"Comedy, Romance",TV,13,"Apr 5, 2015 to Jun 28, 2015",58706,7.01
Meitantei Rascal,"Adventure, Mystery",TV,12,"Jan 9, 2014 to Mar 27, 2014",527,0.0
Nihonbashi Koukashita R Keikaku,UNKNOWN,Music,1,"Apr 4, 2012",3846,6.57
Ikkyuu-san to Yancha Hime,Comedy,Movie,1,"Mar 18, 1978",432,0.0
Stand By Me Doraemon,"Comedy, Sci-Fi",Movie,1,"Aug 8, 2014",51000,8.09
Mirai Koushi Harima SACLA,Sci-Fi,ONA,1,"Dec 3, 2013",1644,5.51
Persona 3 the Movie 2: Midsummer Knight's Dream,"Action, Fantasy, Supernatural",Movie,1,"Jun 7, 2014",82306,7.61
Ikkyuu-san: Haru Da! Yancha Hime,Comedy,Movie,1,"Mar 14, 1981",401,0.0
Metal Fight Beyblade Zero G Specials,"Adventure, Sports",Special,7,"Aug 27, 2013 to Sep 25, 2013",3780,6.01
Sanchoume no Yuuhi,"Comedy, Slice of Life",TV,27,"Oct 12, 1990 to Sep 21, 1991",436,0.0
Dokkan! Robotendon,"Adventure, Slice of Life",TV,26,"Oct 5, 1995 to Mar 28, 1996",320,0.0
Shin Dokonjou Gaeru,"Comedy, Slice of Life",TV,30,"Sep 7, 1981 to Mar 29, 1982",519,6.22
Shin Dokonjou Gaeru: Dokonjou Yumemakura,"Comedy, Slice of Life",Movie,1,"Mar 20, 1982",450,5.6
Ninjaman Ippei,"Action, Comedy, Slice of Life",TV,13,"Oct 4, 1982 to Dec 27, 1982",460,0.0
Ninja Hattori-kun: Nin Nin Ninpo Enikki no Maki,"Comedy, Slice of Life",Movie,1,"Mar 13, 1982",747,6.04
Shounen Sunday CM: Denpa Kyoushi,Comedy,Special,2,"Oct 2, 2012 to Feb 17, 2013",10035,6.35
Sengoku Musou SP: Sanada no Shou,Action,Special,1,"Mar 21, 2014",5811,6.55
Soul Eater NOT!,"Action, Comedy, Supernatural, Ecchi",TV,12,"Apr 9, 2014 to Jul 2, 2014",202421,5.88
Trip Trek (2010),"Adventure, Comedy, Fantasy",ONA,8,"Nov 10, 2010 to Jan 26, 2011",311,0.0
Kantai Collection: KanColle,"Action, Sci-Fi, Slice of Life",TV,12,"Jan 8, 2015 to Mar 26, 2015",214924,6.83
Imako System,Hentai,OVA,2,"Feb 28, 2014 to May 30, 2014",5581,6.03
Soratobu Usagi no Yuukai Boushi: Boku Iya da yo!,UNKNOWN,OVA,1,"May 21, 1990",251,0.0
Futa-bu!,"Girls Love, Hentai",OVA,2,"Feb 21, 2014 to May 2, 2014",28352,7.13
Baku Tech! Bakugan Gachi,Action,TV,39,"Apr 6, 2013 to Dec 28, 2013",2153,5.8
Geba Geba Shou Time!,Comedy,OVA,1,"Mar 21, 1986",382,0.0
Oraa Guzura Dado,Comedy,TV,52,"Oct 7, 1967 to Sep 25, 1968",517,0.0
Hentai Ouji to Warawanai Neko.: Henneko BBS,Comedy,Special,13,"Jun 26, 2013 to Nov 27, 2013",33045,6.69
Choubakumatsu Shounen Seiki Takamaru,"Action, Comedy, Fantasy",OVA,2,"Nov 1, 1991 to Dec 20, 1991",415,0.0
Shin Choubakumatsu Shounen Seiki Takamaru,"Action, Comedy, Fantasy",OVA,6,"Nov 21, 1992 to Jun 20, 1993",352,0.0
Hitotsuboshi-ke no Ultra Baasan,"Comedy, Slice of Life",TV,13,"Oct 16, 1982 to Jan 15, 1983",453,0.0
Kaitei Toshi no Dekiru made,Sci-Fi,Special,1,"Feb 2, 1969",347,0.0
Asobo Toy-chan,UNKNOWN,TV,53,"Sep 5, 1994 to Mar 28, 1996",305,0.0
Omoide no Marnie,"Drama, Mystery",Movie,1,"Jul 19, 2014",281136,8.05
Ryuugajou Nanana no Maizoukin,"Adventure, Comedy, Mystery, Supernatural",TV,11,"Apr 11, 2014 to Jun 20, 2014",233749,7.13
Kamigami no Asobi,"Fantasy, Romance",TV,12,"Apr 6, 2014 to Jun 22, 2014",142498,7.01
Pokemon Movie 17: Hakai no Mayu to Diancie,"Adventure, Fantasy",Movie,1,"Jul 19, 2014",44364,6.48
"Pokemon: Pikachu, Kore Nan no Kagi?","Adventure, Comedy, Fantasy",Movie,1,"Jul 19, 2014",6118,6.29
Senki Zesshou Symphogear GX,"Action, Sci-Fi",TV,13,"Jul 4, 2015 to Sep 26, 2015",45629,7.44
Koukaku Kidoutai Arise: Ghost in the Shell - Logicoma Specials,Sci-Fi,Special,4,"Jul 26, 2013 to Sep 24, 2014",6618,6.22
Mou Hitotsu no Mirai wo.,Sci-Fi,ONA,3,"Dec 11, 2013 to Mar 13, 2014",10069,6.02
Wasure-boshi,Fantasy,ONA,1,"Jul 3, 2013",1086,5.62
Yu☆Gi☆Oh! Zexal Second: Iza! Saishuu Kessen e!! Special,"Action, Fantasy",Special,1,"Dec 5, 2013",3624,6.21
Yabai! Fukushuu Yami Site,Hentai,OVA,2,"Feb 28, 2014 to Apr 25, 2014",9916,6.67
Fight Ippatsu! Juuden-chan!! OVA,"Comedy, Sci-Fi, Ecchi",OVA,1,"Jan 25, 2014",3231,6.33
Mekakucity Actors,"Sci-Fi, Supernatural",TV,12,"Apr 13, 2014 to Jun 29, 2014",433300,7.03
Picotopia,"Avant Garde, Fantasy",ONA,1,"Jul 3, 2013",1449,5.0
GJ-bu@,"Comedy, Slice of Life",Special,1,"May 6, 2014",36647,7.23
Yu☆Gi☆Oh! Arc-V,"Action, Fantasy",TV,148,"Apr 6, 2014 to Mar 26, 2017",61892,6.7
Planet:Valkyrie,Action,ONA,1,"Dec 23, 2013",1780,5.51
Tamako Love Story,"Award Winning, Romance, Slice of Life",Movie,1,"Apr 26, 2014",369248,7.92
Mitsuwano,Slice of Life,OVA,1,"Mar 12, 2014",4855,5.99
IS: Infinite Stratos 2 - World Purge-hen,"Action, Comedy, Sci-Fi, Ecchi",OVA,1,"Nov 26, 2014",79841,6.86
Kill la Kill Specials,"Action, Comedy, Ecchi",Special,2,"Sep 3, 2014",195361,7.68
Last Orders,"Action, Sci-Fi",Special,1,Oct 1997,1903,5.9
Non Non Biyori: Okinawa e Ikukoto ni Natta,Slice of Life,OVA,1,"Jul 23, 2014",63632,7.64
Keroro,"Comedy, Sci-Fi",TV,23,"Mar 22, 2014 to Sep 6, 2014",9259,6.87
Captain Earth,"Action, Romance, Sci-Fi",TV,25,"Apr 6, 2014 to Sep 21, 2014",66105,6.4
"Saikin, Imouto no Yousu ga Chotto Okashiinda ga. OVA","Comedy, Romance, Supernatural, Ecchi",OVA,1,"Jun 30, 2014",28768,6.39
Hanayamata,"Comedy, Slice of Life",TV,12,"Jul 8, 2014 to Sep 23, 2014",108686,7.32
Pokemon XY SP: Road to Kalos,"Action, Adventure, Comedy, Fantasy",Special,1,"Oct 10, 2013",8305,6.45
Kindaichi Shounen no Jikenbo: Shinigami Byouin Satsujin Jiken,Mystery,Special,1,"Apr 27, 1997",1577,6.61
Pokemon XY: New Year Special,"Action, Adventure, Comedy, Fantasy",Special,1,"Dec 31, 2013",5565,6.27
Pretty Rhythm Movie: All Star Selection - Prism Show☆Best Ten,Sports,Movie,1,"Mar 8, 2014",2253,6.4
Il torero Camomillo,UNKNOWN,Music,1,Feb 1970,346,4.74
Usagi no Mofy,UNKNOWN,ONA,13,"Sep 30, 2012 to Dec 20, 2012",482,5.75
Makkuramori no Uta,UNKNOWN,Music,1,"Aug 1, 1985",394,5.55
Koisuru Niwatori,UNKNOWN,Music,1,"Feb 1, 1985",412,5.17
Cardfight!! Vanguard: Legion Mate-hen,Action,TV,33,"Mar 9, 2014 to Oct 19, 2014",15563,6.73
"Tamayura: More Aggressive - Tsuitachi dake no Shuugakuryokou, nanode","Comedy, Drama, Slice of Life",Special,1,"Jun 7, 2014",5673,7.43
Donten ni Warau,"Action, Supernatural",TV,12,"Oct 4, 2014 to Dec 20, 2014",125131,7.48
Kimama ni Idol,UNKNOWN,OVA,1,"Feb 25, 1990",831,5.38
Okusama wa Moto Yariman,Hentai,OVA,2,"Feb 28, 2014 to Nov 27, 2015",13523,6.97
Shin Tennis no Ouji-sama vs. Genius 10,Sports,OVA,10,"Oct 29, 2014 to Jun 26, 2015",18122,7.59
Ari to Hato,UNKNOWN,Movie,1,"Jul 18, 1918",407,0.0
Ari to Hato (1953),UNKNOWN,Movie,1,Aug 1953,349,0.0
Ari to Hato (1959),UNKNOWN,Movie,1,"Sep 5, 1959",470,5.27
Romantica Clock,UNKNOWN,Special,3,"Feb 4, 2014 to Feb 25, 2014",13279,5.68
Sugar*Soldier,UNKNOWN,Special,3,"Jan 14, 2014 to Jan 28, 2014",11251,5.77
Shounen Sunday CM: Yugami-kun ni wa Tomodachi ga Inai,"Comedy, Romance",ONA,2,"Nov 26, 2013 to Sep 18, 2014",3272,5.73
Tsubasa to Hotaru,Romance,Special,1,"Mar 16, 2014",15207,6.81
Chuunibyou demo Koi ga Shitai! Ren Lite,Comedy,ONA,6,"Dec 26, 2013 to Mar 16, 2014",86763,7.18
Kenzen Robo Daimidaler,"Action, Comedy, Ecchi",TV,12,"Apr 5, 2014 to Jun 21, 2014",68398,6.13
Fuuun Ishin Dai☆Shogun,Action,TV,12,"Apr 10, 2014 to Jun 26, 2014",26525,5.68
Fella Pure: Mitarashi-san Chi no Jijou The Animation,Hentai,OVA,1,"Mar 28, 2014",30110,7.35
Dracula no Uta,UNKNOWN,Music,1,"Aug 2, 1975",814,4.68
Higenashi Gogejabaru,"Comedy, Fantasy",Music,1,"Jun 3, 1974",421,4.84
Majin Bone,UNKNOWN,TV,52,"Apr 1, 2014 to Mar 31, 2015",9495,6.62
Shingeki no Bahamut: Genesis,"Action, Adventure, Fantasy",TV,12,"Oct 6, 2014 to Dec 29, 2014",400576,7.62
Ushinawareta Mirai wo Motomete,"Drama, Romance, Sci-Fi",TV,12,"Oct 4, 2014 to Dec 20, 2014",90485,6.73
Tesagure! Bukatsumono Encore,Slice of Life,TV,12,"Jan 12, 2014 to Mar 30, 2014",4740,7.03
Love Live! School Idol Project Recap,Slice of Life,Special,1,"Dec 25, 2013",9374,6.94
Hanamonogatari,"Comedy, Mystery, Supernatural",TV,5,"Aug 16, 2014",414442,7.93
Airy Me,"Avant Garde, Award Winning, Drama, Horror",Movie,1,"Jul 17, 2013",4940,6.29
Mangaka-san to Assistant-san to The Animation,"Comedy, Ecchi",TV,12,"Apr 8, 2014 to Jun 24, 2014",271735,7.1
The Disappearance of Conan Edogawa: The Worst Two Days in History,"Adventure, Comedy, Mystery",Special,1,"Dec 26, 2014",12569,7.77
Tarepanda,Award Winning,OVA,1,"Jul 25, 2000",391,0.0
Chou Akuukan Bouheki Cheese Napolitan,UNKNOWN,ONA,1,"Dec 29, 2013",1434,5.2
High Score Girl,Comedy,TV,12,"Jul 14, 2018 to Sep 29, 2018",246937,7.77
Sword Art Online: Sword Art Offline - Extra Edition,Comedy,Special,1,"Apr 23, 2014",64418,6.57
Sword Art Online II,"Action, Adventure, Fantasy, Romance",TV,24,"Jul 5, 2014 to Dec 20, 2014",1902495,6.7
Natsumi Step!,UNKNOWN,Music,1,2003,418,4.97
Gintama: Yorinuki Gintama-san on Theater 2D,"Action, Comedy, Sci-Fi",Movie,2,"Aug 26, 2012",42554,8.43
Kanbee-kun ga Yuku,Comedy,Special,3,"Jan 2, 2014 to Jan 3, 2014",228,0.0
Chichiiro Toiki,Hentai,OVA,2,"May 30, 2014 to Sep 5, 2014",15054,7.05
Sore Ike! Anpanman: Anpanman to Happy Otanjoubi,"Comedy, Fantasy",Movie,1,"Jul 29, 1995",360,0.0
Sore Ike! Anpanman: Anpanman to Okashi na Nakama,"Comedy, Fantasy",Movie,1,"Jul 25, 1998",360,0.0
Sore Ike! Anpanman: Anpanman to Yukai na Nakama-tachi,"Comedy, Fantasy",Movie,1,"Mar 14, 1992",471,5.95
Mushishi Zoku Shou,"Adventure, Mystery, Slice of Life, Supernatural",TV,10,"Apr 5, 2014 to Jun 21, 2014",288271,8.7
Sore Ike! Anpanman: Anpanman no Jin-Jin-Jingle Bells,"Comedy, Fantasy",Special,1,"Dec 23, 2005",357,0.0
Sore Ike! Anpanman: Baikinman to 3 Bai Punch,"Comedy, Fantasy",Movie,1,"Jul 13, 1996",366,0.0
Sore Ike! Anpanman: Baikinman vs. Baikinman!?,"Comedy, Fantasy",Movie,1,"Jul 4, 2009",349,0.0
Sore Ike! Anpanman: Gomira no Hoshi,"Comedy, Fantasy",Movie,1,"Jul 14, 2001",393,0.0
Sore Ike! Anpanman: Hiya Hiya Hiyariko to Babu Babu Baikinman,"Comedy, Fantasy",Movie,1,"Jul 12, 2008",346,0.0
Sore Ike! Anpanman: Horrorman to Hora Horako,"Comedy, Fantasy",Movie,1,"Jul 14, 2007",355,0.0
Sore Ike! Anpanman: Kokin-chan to Namida no Christmas,"Comedy, Fantasy",Special,1,"Dec 21, 2007",325,0.0
Sore Ike! Anpanman: Kokin-chan to Aoi Namida,"Comedy, Fantasy",Movie,1,"Jul 15, 2006",348,0.0
Sore Ike! Anpanman: Kuroyuki-hime to Mote Mote Baikinman,"Comedy, Fantasy",Movie,1,"Jul 16, 2005",360,0.0
Sore Ike! Anpanman: Minna Atsumare! Anpanman World,"Comedy, Fantasy",Movie,1,"Jul 16, 1994",388,0.0
Sore Ike! Anpanman: Tsukiko to Shiratama - Tokimeki Dancing,"Comedy, Fantasy",Movie,1,"Jul 17, 2004",358,0.0
Sore Ike! Anpanman: Yousei Rinrin no Himitsu,"Comedy, Fantasy",Movie,1,"Jul 12, 2008",404,0.0
Sore Ike! Anpanman: Yumeneko no Kuni no Nyanii,"Comedy, Fantasy",Movie,1,"Jul 17, 2004",401,6.54
Sore Ike! Anpanman: Yuuki no Hana ga Hiraku Toki,"Comedy, Fantasy",Movie,1,"Jul 24, 1999",370,0.0
Sore Ike! Anpanman: Anpanman to Oyakusoku,"Comedy, Fantasy",OVA,2,"Feb 1, 1998 to Mar 1, 1998",346,0.0
Sore Ike! Anpanman: Outa to Teasobi Tanoshii ne,"Comedy, Fantasy",OVA,2,"Mar 20, 2000 to Nov 22, 2000",346,0.0
Pic-lele,UNKNOWN,TV,12,"Dec 7, 2013 to Mar 29, 2014",236,0.0
Ao Haru Ride,Romance,TV,12,"Jul 8, 2014 to Sep 23, 2014",886912,7.64
Duel Masters Victory V,"Action, Adventure, Comedy, Fantasy",TV,51,"Apr 7, 2012 to Mar 30, 2013",1147,5.69
Duel Masters Victory V3,"Action, Adventure, Comedy, Fantasy",TV,51,"Apr 6, 2013 to Mar 29, 2014",1181,5.65
Koukaku Kidoutai Nyuumon Arise,Comedy,TV,26,"Jan 7, 2014 to Jul 1, 2014",7606,6.69
Samurai Gun Special,Action,Special,1,"Jun 29, 2005",979,5.67
Sore Ike! Anpanman: Lyrical☆Magical Mahou no Gakkou,"Comedy, Fantasy",Movie,1,"Jul 20, 1994",387,0.0
Sore Ike! Anpanman: Dokin-chan no Dokidoki Calendar,"Comedy, Fantasy, Sci-Fi",Movie,1,"Jul 20, 1991",314,0.0
Mou Hasamazu ni wa Irarenai♥: Hoshi ni Onegai shitara Konnani Okkiku Nacchatta!,Hentai,OVA,1,"Feb 28, 2014",9214,6.67
Fairy Tail (2014),"Action, Adventure, Fantasy",TV,102,"Apr 5, 2014 to Mar 26, 2016",954070,7.65
Just Awake,"Action, Sci-Fi",Music,1,"May 7, 2012",2463,6.47
Gakkou no Kaidan (OVA),"Comedy, Horror, Mystery, Supernatural",OVA,10,"Jul 6, 2005 to Aug 15, 2009",1244,6.36
Gakkou no Kaidan Recaps,"Horror, Mystery, Supernatural",Special,2,"Nov 15, 2000 to Jan 3, 2001",2170,6.06
"Inari, Konkon, Koi Iroha. Inari, Konkon, Semishigure.","Comedy, Romance, Supernatural",OVA,1,"Jun 26, 2014",25815,6.86
Kakumeiteki Broadway Shugisha Doumei,UNKNOWN,Music,1,"Dec 19, 2013",618,5.08
T-Rex,"Action, Adventure, Comedy",TV,52,"Sep 14, 1992 to Jan 23, 1993",386,0.0
Swing Out Sisters (2014),Hentai,OVA,1,"Jan 30, 2014",21079,7.47
Mikakunin de Shinkoukei: Mite. Are ga Watashitachi no Tomatteiru Ryokan yo.,"Comedy, Romance",Special,1,"Mar 19, 2014",44180,7.05
Cosplay Rakuen,Hentai,OVA,1,"Jan 1, 2014",4598,6.02
Mayonaka wa Junketsu,Action,Music,1,"Mar 28, 2001",476,5.47
Magi: Sinbad no Bouken,"Action, Adventure, Fantasy",OVA,5,"May 14, 2014 to Jul 15, 2015",130390,7.8
Hero Bank,UNKNOWN,TV,51,"Apr 7, 2014 to Mar 30, 2015",2887,5.91
Soredemo Sekai wa Utsukushii,"Adventure, Fantasy, Romance",TV,12,"Apr 6, 2014 to Jun 29, 2014",302046,7.6
Kattobase! Dreamers: Carp Tanjou Monogatari,Sports,Movie,1,"Jan 22, 1994",388,0.0
Kyoukaisenjou no Horizon: Kyokutou Naruhodo Kouza,"Comedy, Fantasy",ONA,4,"Aug 7, 2011 to Sep 29, 2011",3875,6.13
Witch Craft Works: Takamiya-kun to Imouto no Warudakumi,"Action, Fantasy, Supernatural",OVA,1,"Jan 7, 2015",34101,6.78
PeroPero☆Teacher,Hentai,OVA,3,"Jun 13, 2014",8015,6.32
Inugami-san to Nekoyama-san,"Comedy, Girls Love",TV,12,"Apr 11, 2014 to Jun 27, 2014",76902,6.52
Kuroko no Basket: Mou Ikkai Yarimasen ka,"Comedy, Sports",Special,1,"Jun 20, 2014",47346,7.6
Train Heroes Movie,UNKNOWN,Movie,1,"Feb 22, 2014",242,0.0
Ping Pong the Animation,"Award Winning, Drama, Sports",TV,11,"Apr 11, 2014 to Jun 20, 2014",374516,8.62
Toukiden: The Age of Demons - Introduction,Action,Special,1,"Jun 26, 2013",1164,5.67
Kuroshitsuji: Book of Circus,"Action, Comedy, Mystery, Supernatural",TV,10,"Jul 11, 2014 to Sep 12, 2014",387301,8.07
Amagi Brilliant Park,"Comedy, Fantasy",TV,13,"Oct 7, 2014 to Dec 26, 2014",635353,7.46
Yasashii Kinyoubi,Avant Garde,Movie,1,1975,1201,3.61
"Yami no Kioku, Yume no Inei",Avant Garde,Movie,1,2000,570,4.39
Scrap Diary,Avant Garde,Movie,1,2002,1676,3.14
Natsu no Shisen 1942,Avant Garde,Movie,1,2002,544,4.59
Chirico,Avant Garde,Movie,1,Apr 2008,732,4.44
Goldfish Fetish,Avant Garde,Movie,1,2002,647,5.02
Fetish Doll,Avant Garde,Movie,1,2003,2142,3.05
Tanaami Keiichi no Shouzou,Avant Garde,Movie,1,2003,454,4.62
Yume 10 Yoru,Avant Garde,Movie,1,2004,1011,3.4
The Harmonic Gleam Vibration,Avant Garde,Movie,1,2005,556,4.7
Madonna (Movie),Avant Garde,Movie,1,2005,1375,2.91
Aki no Puzzle,Avant Garde,Movie,1,2003,2313,2.37
Shunga,Avant Garde,Movie,1,2009,849,4.13
Futsuu no Joshikousei ga [Locodol] Yattemita.,"Comedy, Slice of Life",TV,12,"Jul 4, 2014 to Sep 19, 2014",44942,6.88
Yuuto-kun ga Iku Movie,Sports,Movie,1,"May 31, 2014",258,0.0
Akame ga Kill!,"Action, Fantasy",TV,24,"Jul 7, 2014 to Dec 15, 2014",1997680,7.47
Shounen Sunday CM: Be Blues! Ao ni Nare,Sports,ONA,1,"Jun 12, 2013",731,5.28
Pretty Rhythm: All Star Selection,Sports,TV,11,"Apr 5, 2014 to Jun 14, 2014",3315,6.43
Warera Salaryman Tou,"Comedy, Slice of Life",TV,26,"Oct 7, 1970 to Mar 31, 1971",355,0.0
Monoshiri Daigaku: Ashita no Calendar,UNKNOWN,TV,1274,"Jul 1, 1966 to Aug 2, 1970",753,5.54
Momo Kyun Sword,"Comedy, Fantasy, Ecchi",TV,12,"Jul 9, 2014 to Sep 24, 2014",33325,5.56
Tenshi no Shippo Chu!: Tenshi no Utagoe,"Fantasy, Romance",OVA,1,"Jan 22, 2004",785,6.09
Mahou no Yousei Persia Pilot,UNKNOWN,Special,1,"May 23, 2003",528,5.44
Ribbon no Kishi Pilot,Adventure,Special,1,"Nov 28, 1966",594,5.58
Azumi Mamma★Mia,Comedy,TV,60,"Jul 7, 1997 to Oct 2, 1997",556,0.0
Yodaka no Hoshi,Adventure,Movie,1,2013,2854,6.4
Kanojo no Dokushinsha-tachi ni Yotte Hadaka ni Sareta Seifuku no Shojo Kenkyuu,Avant Garde,Movie,1,1972,959,3.6
Free! Eternal Summer,Sports,TV,13,"Jul 3, 2014 to Sep 25, 2014",405047,7.62
Aries: Shinwa no Seizakyuu,"Fantasy, Romance, Supernatural",OVA,1,"Oct 1, 1990",516,0.0
Selector Infected WIXOSS,UNKNOWN,TV,12,"Apr 4, 2014 to Jun 20, 2014",146744,7.22
OL Kaizou Kouza,"Comedy, Slice of Life",OVA,1,"Sep 1, 1990",612,0.0
Watashitachi no Kurashi to Doboku,UNKNOWN,OVA,3,Nov 2001,260,0.0
Mahou no Yousei Persia: Escape!,UNKNOWN,Music,1,"Mar 25, 1999",596,5.5
Juuza Engi: Engetsu Sangokuden - Gaiden Youzhou Genya,"Fantasy, Romance",OVA,1,"Nov 28, 2014",4824,5.62
Fate/stay night: Unlimited Blade Works,"Action, Fantasy, Supernatural",TV,12,"Oct 12, 2014 to Dec 28, 2014",1024263,8.19
Shinken Densetsu: Tight Road,Action,TV,13,"Oct 7, 1994 to Dec 28, 1994",644,0.0
Tokyo Ghoul,"Action, Fantasy, Horror",TV,12,"Jul 4, 2014 to Sep 19, 2014",2699241,7.79
Ningen Kakumei,Slice of Life,OVA,20,1995 to 2004,328,0.0
Himalaya no Hikari no Oukoku,"Adventure, Fantasy",OVA,1,"Jul 10, 1999",382,0.0
Daisougen to Hakuba,Adventure,OVA,1,Jul 2000,489,5.34
Teekyuu 3 Specials,"Comedy, Sports",Special,2,"Jan 24, 2014",9429,6.46
Funny Pets 2nd Season,Comedy,TV,12,"Oct 9, 2006 to Dec 25, 2006",606,5.43
Pandra The Animation: Shiroki Yokubou Kuro no Kibou,"Fantasy, Supernatural, Hentai",OVA,2,"Apr 25, 2014 to Aug 29, 2014",8317,6.84
Sanzoku no Musume Ronja,Adventure,TV,26,"Oct 11, 2014 to Mar 28, 2015",29248,7.07
Shichinin no Nana: Oshougatsu da yo! 7 x 7 = 49-nin no Nana?,"Adventure, Comedy",Special,1,"Oct 2, 2002",767,6.23
Wonder Momo,Action,ONA,5,"Feb 6, 2014 to Mar 6, 2014",6844,3.46
Nandaka Velonica,"Comedy, Fantasy",TV,10,"Mar 10, 2014 to Mar 21, 2014",1343,5.97
a_caFe,Fantasy,Music,1,2002,933,4.55
Ring Ring Boy,Avant Garde,Movie,1,1963,265,0.0
Sora e,Fantasy,Music,1,"Feb 4, 2005",324,5.71
Asa ga Kuru mae ni: Sasurai Version,Romance,Music,1,"Sep 22, 2010",538,5.47
Nihon Mukashibanashi: Warashibe Chouja,UNKNOWN,Movie,1,1966,321,0.0
Aoi Heya,Fantasy,Music,1,2001,739,4.39
Quantum Leap,Action,Music,1,"Jun 28, 2000",587,4.66
Acchi wa Kocchi,Avant Garde,Movie,1,1961,7922,6.76
Licca-chan to Mahou no Kuni,Fantasy,ONA,7,"Oct 9, 2009 to Nov 20, 2009",266,0.0
Computer Obaachan,"Adventure, Comedy, Sci-Fi",Music,1,"Dec 7, 1981",552,4.86
Itadaki! Seieki♥,"Supernatural, Hentai",OVA,1,"Mar 28, 2014",65819,7.4
Break Blade,"Action, Fantasy",TV,12,"Apr 6, 2014 to Jun 22, 2014",92767,7.25
Shin Kidou Senki Gundam Wing: Frozen Teardrop Picture Drama - Aratanaru Tatakai,"Action, Sci-Fi",Special,1,"Jan 29, 2014",3788,6.03
Hello Kitty: Ringo no Mori no Mystery,"Comedy, Mystery",TV,13,"Jan 2, 2007 to Mar 27, 2007",744,5.88
Hello Kitty: Ringo no Mori to Parallel Town,"Comedy, Fantasy",TV,27,"Oct 2, 2007 to Mar 25, 2008",725,6.01
Hello Kitty no Alps no Shoujo Heidi,UNKNOWN,OVA,1,"Aug 21, 1993",1184,6.08
Hello Kitty no Yappari Mama ga Suki,Fantasy,OVA,1,"Aug 21, 1992",478,5.86
Hello Kitty no Momotarou,Fantasy,OVA,1,"Oct 26, 2001",651,5.81
Hello Kitty no Nagagutsu wo Naita Neko,Fantasy,OVA,1,"Dec 21, 2001",503,5.87
Bad Badtz-Maru no Ookami ga Kita!,Fantasy,OVA,1,"Jul 20, 2001",496,5.51
Hello Kitty no Circus ga Yatte Kita,Fantasy,OVA,1,"Jul 21, 1992",496,5.66
Hello Kitty no Fushigi na Mizuumi,Fantasy,OVA,1,1991,379,5.8
Hello Kitty no Shoukoujo,Fantasy,OVA,1,"Jul 21, 1994",415,0.0
Hello Kitty no Yume Dorobou,Fantasy,OVA,1,"Dec 21, 1993",513,5.8
KutsuDaru.,"Fantasy, Slice of Life",TV,48,"Apr 2, 2014 to Sep 16, 2015",703,0.0
Minihams no Ai no Uta,UNKNOWN,Music,1,"Feb 27, 2002",457,5.27
Minihams no Kekkon Song,UNKNOWN,Music,1,"Dec 4, 2002",431,5.34
Mirakururun Grand Purin!,UNKNOWN,Music,1,"Dec 26, 2003",421,5.2
Pi~hyara Kouta,UNKNOWN,Music,1,"Dec 26, 2003",358,5.23
Hello Kitty no Tomatta Big Ben,Fantasy,OVA,1,"Jul 21, 1992",464,5.72
Hello Kitty no Mahou no Ringo,Fantasy,OVA,1,"Sep 21, 1992",483,5.85
Hello Kitty no Kieta Santa-san no Boushi,Fantasy,OVA,1,"Nov 1, 1992",491,5.86
